15,15
wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall
wall,gas,gas,gas,gas,ground,ground,ground,ground,ground,ground,ground,ground,ground,wall
wall,gas,gas,enemy:dumb,gas,ground,ground,ground,ground,ground,ground,ground,goal,ground,wall
wall,gas,gas,gas,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,wall
wall,gas,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,wall
wall,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,wall
wall,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,wall
wall,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,wall
wall,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,wall
wall,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,wall
wall,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,wall
wall,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,gasMask,ground,wall
wall,ground,player,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,wall
wall,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,ground,wall
wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall
